"","biol.endpoints","hydro.endpoints","InterceptCoef","VariableCoef","Deviance","AIC","NullDeviance","InterceptPvalue","VariablePvalue","Delta","n"
"16","CSCI","Wet_Tim",1.25014415695407,-0.368873248837216,151.601870200982,155.601870200982,183.96979868702,1.62044308390584e-09,0.0207153931867766,"Positive",151
"17","CSCI","DS_Dur_WS",0.285117626038244,0.0159834224960049,300.684465247438,304.684465247438,317.437565882863,0.101529460214458,0.000272698142916535,"Negative",230
"18","CSCI","DS_Mag_50",0.889532718076239,10.1348247347984,156.90475716864,160.90475716864,209.164855346866,7.40179546240329e-05,0.000632679348031134,"Negative",151
"19","CSCI","DS_Mag_90",0.484995018819708,0.340406145351708,225.325668953392,229.325668953392,238.419112677078,0.00308352106108969,0.0301439569591843,"Negative",175
"20","CSCI","DS_Tim",0.386435022656937,0.019779941007133,308.28904720268,312.28904720268,342.964900126186,0.0243719581603428,1.92785968025252e-06,"Negative",250
"21","CSCI","FA_Dur",-0.608260658501864,0.0297004014944442,27.4076890290434,31.4076890290434,27.5216198279252,0.342771721326291,0.739366285171627,"Negative",22
"22","CSCI","FA_Mag",-0.411829673128099,-0.00470660016782211,9.54557287411164,13.5455728741116,9.5607134658066,0.745931197083942,0.902178492976594,"Negative",7
"23","CSCI","FA_Tim",0.351594911645878,0.0714199837174523,28.6711978274009,32.6711978274009,35.4034080784608,0.603033791556814,0.0236152185350783,"Negative",31
"24","CSCI","Q99",1.60794669209548,30.8206229989142,102.255498821225,106.255498821225,107.798264691079,1.0764183876758e-08,0.0181920701867013,"Negative",105
"25","CSCI","SP_Dur",0.226129596328111,0.0204356347270394,315.418129835576,319.418129835576,337.52482752843,0.231327369579841,1.3884536253718e-05,"Negative",251
"26","CSCI","SP_Mag",1.16074963795378,0.861838831314338,151.596007552341,155.596007552341,162.431431766565,2.48976548501934e-08,0.051883867604512,"Negative",138
"27","CSCI","SP_ROC",0.245976302995945,1.51783836078392,280.754840949349,284.754840949349,285.091010663044,0.118522993991944,0.0426849172638435,"Negative",206
"28","CSCI","SP_Tim",-0.0150090068731953,0.0158440529153194,132.965269159148,136.965269159148,139.4743769018,0.946840018484108,0.0349572349301679,"Negative",102
"29","CSCI","Wet_BFL_Dur",0.69004832112622,0.00897818156913279,137.628468863057,141.628468863057,138.339491908602,0.00426211423083111,0.399224915868404,"Negative",106
"30","CSCI","Wet_BFL_Mag_10",-0.251787237065441,0.00780996333698268,305.268382633309,309.268382633309,305.361639689784,0.0698342970697552,0.766859042353475,"Negative",223
"31","CSCI","Wet_BFL_Mag_50",-0.490101295110704,-0.000156227834193418,282.943254930494,286.943254930494,282.949991972478,0.000596701977133478,0.934344652397156,"Negative",213
"32","CSCI","Wet_Tim",0.325717203505995,0.0465371843963579,313.738745149503,317.738745149503,350.985162721672,0.0742036676621115,1.83037960893297e-06,"Negative",261
"33","ASCI","DS_Dur_WS",0.458801598418839,-0.0227203455012838,126.340103061895,130.340103061895,153.436939577995,0.0449196677181883,0.000253941174199241,"Positive",111
"34","ASCI","DS_Mag_50",-0.813805365087962,-3.24805214625212,262.636986484172,266.636986484172,266.671692444733,1.9367743610729e-07,0.227380506268411,"Positive",222
"35","ASCI","DS_Mag_90",-0.630976235453868,-1.88510041564557,237.779257475621,241.779257475621,247.859958678129,0.000314737799559286,0.0344603493092101,"Positive",205
"36","ASCI","DS_Tim",0.578411863366349,-0.0787621168077566,145.46472990263,149.464729902631,158.596197846374,0.00626178668627448,0.0052613723807537,"Positive",116
"37","ASCI","FA_Dur",0.342226537739156,-0.470830906596234,25.9598622638505,29.9598622638505,30.316406492973,0.500095913925608,0.164454736180033,"Positive",22
"38","ASCI","FA_Mag",0.640527966205944,-0.823202100513316,22.2273676180341,26.2273676180341,37.3512963382612,0.339203187333598,0.28112585230757,"Positive",31
"39","ASCI","FA_Tim",0.693147180559743,NA,15.2763400390755,17.2763400390755,15.2763400390755,0.257674454643753,0.257674454643753,"Positive",12
"40","ASCI","Q99",-0.8128721297791,-0.00235019746763625,320.003957888963,324.003957888963,328.082731206778,1.50890762154943e-08,0.0540144376075661,"Positive",278
"41","ASCI","SP_Dur",0.642509020316858,-0.0406136986040878,145.872085938318,149.872085938318,152.946924520194,0.00254260335603754,0.0194407130888924,"Positive",114
"42","ASCI","SP_Mag",-0.914663394605257,-0.00287548605937467,257.404530466137,261.404530466137,264.84540701345,2.61209017351806e-08,0.0682231818900828,"Positive",235
"43","ASCI","SP_ROC",-0.584764389769881,-29.8265228736139,232.268221471849,236.268221471849,235.638938146936,0.000229928956218354,0.225065581816638,"Positive",183
"44","ASCI","SP_Tim",-0.105838922413285,-0.0572748489310045,306.020688173853,310.020688173853,339.725385437846,0.464855995210188,6.36265941257345e-06,"Positive",256
"45","ASCI","Wet_BFL_Dur",-0.015213579391059,-0.0318756562028188,310.633066202886,314.633066202886,348.493520453485,0.92365196710799,4.4123466216543e-07,"Positive",268
"46","ASCI","Wet_BFL_Mag_10",-0.425490419055613,-1.69197325551002,215.910292179009,219.910292179009,219.381974967375,0.0118614423521738,0.208108330515634,"Positive",166
"47","ASCI","Wet_BFL_Mag_50",-0.0328078565838205,-0.393148439571803,227.027418287322,231.027418287322,230.786082571299,0.846129371695233,0.246953662659315,"Positive",167
"48","ASCI","Wet_Tim",0.712065150370044,-0.215807622827176,112.731123708481,116.731123708481,129.689199830573,0.00220213607338502,0.023973134908918,"Positive",96
"49","ASCI","DS_Dur_WS",-0.719412347334197,0.00375511102903481,238.354350457059,242.354350457059,239.07828053878,0.00047399518767387,0.404793650082175,"Negative",195
"50","ASCI","DS_Mag_50",0.0864172072126872,0.441831545259534,174.878635412707,178.878635412707,184.008558694743,0.644262199348224,0.0391254370972359,"Negative",133
"51","ASCI","DS_Mag_90",-0.0515680481087078,0.35170075610383,198.198534401903,202.198534401903,206.234236336252,0.769644192554184,0.0741477358217351,"Negative",150
"52","ASCI","DS_Tim",-0.96816059775881,0.00378861740144919,256.196644582074,260.196644582074,257.5697458753,5.56608737047667e-07,0.261030427197855,"Negative",230
"53","ASCI","FA_Dur",-1.34109620239326,0.246375805546971,11.6645463312299,15.6645463312299,12.5579554503491,0.206249232755411,0.481665977676691,"Negative",18
"54","ASCI","FA_Mag",-0.862247366530223,-0.00635554605523017,11.4191764071186,15.4191764071186,11.4572550293066,0.445965997859802,0.845241207596046,"Negative",9
"55","ASCI","FA_Tim",-1.06087813961227,0.0346646742407205,21.6731860533348,25.6731860533348,22.9665138241509,0.173899192441006,0.281896697307692,"Negative",28
"56","ASCI","Q99",0.961323329984663,38.6838124216751,91.0975042264874,95.0975042264874,97.6481472035906,0.000594476724624957,0.0215017585381286,"Negative",76
"57","ASCI","SP_Dur",-0.63082895138561,0.0196405380309443,230.909155805749,234.909155805749,243.276942563289,0.00408294985187509,0.00138567111696354,"Negative",225
"58","ASCI","SP_Mag",0.432052322048506,0.484911444420038,146.113616675634,150.113616675634,152.971415452906,0.0332735137517187,0.148529821862564,"Negative",112
"59","ASCI","SP_ROC",-0.34218425714779,1.7602866201525,221.273909108874,225.273909108874,225.185345975293,0.0534588447010818,0.0635062840817245,"Negative",170
"60","ASCI","SP_Tim",-0.706346109653323,0.0109802799637292,97.6682387400989,101.668238740099,100.509290882323,0.00823566782142712,0.143542325071957,"Negative",84
"61","ASCI","Wet_BFL_Dur",-0.391520812329819,0.0114371860783893,92.5034445014986,96.5034445014986,93.2798984834209,0.198205785699018,0.4061913181632,"Negative",71
"62","ASCI","Wet_BFL_Mag_10",-0.284411884424148,0.456854950929665,230.663214390739,234.663214390739,242.434481516013,0.127247939266172,0.00602002297972186,"Negative",188
"63","ASCI","Wet_BFL_Mag_50",-0.840755308120483,0.213352412119388,208.147845573285,212.147845573285,215.114216385385,4.93849460645639e-06,0.10576995391834,"Negative",187
"64","ASCI","Wet_Tim",-0.726827213334805,0.0159850996185935,279.79800185447,283.79800185447,285.318381071438,0.000190996163450504,0.0347448002038223,"Negative",248
